iteration,success,beta_const,beta_ga_c,beta_first_bmi_c,beta_delta_bmi,beta_ga_hinge_18,random_intercept_var,residual_var,icc,warnings
30,True,-2.631531792373219,0.02559540968481695,-0.053772938189941395,0.010527123147562687,0.033288892982924354,0.19613332380118692,0.07664066643779827,0.7190323521291339,
31,True,-2.5886044805403885,0.0213714149484604,-0.03472698028928266,-0.016776483357502897,0.041529032606110516,0.17225021735606655,0.06813061107020792,0.7165721928980547,
32,True,-2.646289166929997,0.019587514594841374,-0.04450656123166388,0.012355657297095566,0.04397902292881173,0.1763941910126625,0.06925424812872738,0.7180757656316059,
33,True,-2.650054798854099,0.014251774087549842,-0.050544995751268855,0.007117953246902368,0.048744716443819724,0.16115909611760348,0.07019631830054586,0.6965866630911272,
34,True,-2.6063194878718576,0.02754073226225632,-0.0334987583205349,0.025504708698899186,0.029175124398184076,0.15539588793533413,0.06305886538678533,0.7113412986999521,
35,True,-2.5944011998433703,0.02586066143501839,-0.03332106040540063,-0.02185526645000792,0.03927098536974849,0.17941251560359378,0.06594495985635469,0.7312290577952275,
36,True,-2.6744447639858207,0.027112469862695825,-0.053697450043534094,0.022112548288311988,0.03377932747723136,0.18841854896594945,0.06173088579602561,0.7532239644884089,
37,True,-2.654387569779597,0.024657853538117905,-0.04188726661349066,-0.008820333989261544,0.045640167562251054,0.1732637686013248,0.06547184249030574,0.7257558594173175,
38,True,-2.642252548961419,0.018695434142231022,-0.03711933733939242,0.007586993352653044,0.041176421518641405,0.19192244480978704,0.07683194472717006,0.7141183633891692,
39,True,-2.6226877799751067,0.021748660345552874,-0.03126865329383432,-0.00813883807118303,0.038875275691288076,0.19903355223594266,0.06854392539742886,0.7438352210967988,
40,True,-2.584304242397232,0.03263356605438117,-0.03416178789603175,-0.024388021742299353,0.032138624404737456,0.1913816897340342,0.059870650794054354,0.7617110723497473,
41,True,-2.653765869453147,0.025113932334901296,-0.023761628671800903,0.017084081581019796,0.041892528300111795,0.16554223379579175,0.07041868070390456,0.7015663341820317,
42,True,-2.6011104432916627,0.024823738704329332,-0.04178842649887182,-0.030594477941146097,0.03892064704468452,0.16838893895499746,0.06753255753468457,0.7137498763804336,
43,True,-2.663486545763614,0.024882631065655955,-0.026645837535425366,-0.011578780683840662,0.044511019920372014,0.2130597636368878,0.07098685898446623,0.7500872978901965,
44,True,-2.6620619606482254,0.025453249648778247,-0.03590562549672126,-0.004021264132943077,0.04141921242404563,0.16284485344805916,0.08701865984448906,0.6517352265730578,
45,True,-2.605053882643536,0.016333050356785176,-0.04420644516138414,0.012548167332653608,0.06142253925989088,0.2054949290388622,0.07078164976777912,0.743801483015622,
46,True,-2.595660021176664,0.024701888793959327,-0.024919081104046892,-0.006958830953510743,0.03638482054837551,0.161160459777843,0.08333816450106006,0.6591466935781404,
47,True,-2.601929907189335,0.027410797402790205,-0.043902948631096714,0.026486583950846087,0.026832546761524464,0.17119715186187628,0.06318584974426573,0.7304162447307359,
48,True,-2.601481880228867,0.028969577962923515,-0.047088666692423474,0.016360880249358705,0.03254594133994718,0.18335657538526573,0.061660453363292504,0.7483421716513843,
49,True,-2.65842009705286,0.024003693036574538,-0.022896965845787372,-0.0008084705705411753,0.0434624166824508,0.22334142492395007,0.07212691786963578,0.7558895237720149,
50,True,-2.6025982631446247,0.019166092069686422,-0.04925975477070451,0.06711970645598013,0.043500259028567904,0.14356002014800717,0.0626334405720916,0.6962394425441332,
51,True,-2.601044139155048,0.031951859595541636,-0.04827093844904935,0.011446911216212748,0.03691307998188456,0.19659707328557022,0.07141704037559325,0.7335325390144112,
52,True,-2.637950027851944,0.020038590298881588,-0.05702736317508666,0.01091701888024453,0.04797176732861608,0.17603099989738566,0.07762632043995539,0.6939716924521654,
53,True,-2.627619128268221,0.022591064861901638,-0.03041286297356341,0.003402992997489273,0.04499046109190667,0.1868914869695116,0.06314029128291901,0.7474709345978696,
54,True,-2.627907863561969,0.028332876359478884,-0.045915083785248785,0.0023860870858690908,0.036795037430179214,0.15210760958656297,0.07366535469352835,0.6737193271638142,
55,True,-2.6810457661523106,0.021414494177381158,-0.022558579147589578,0.023274402204360122,0.03814077418171323,0.18013157297411322,0.06544091714339466,0.7335169052849495,
56,True,-2.635255226411372,0.026153972249894943,-0.044883597816267794,0.00871144557484451,0.03918756600025636,0.17580944234322296,0.07060459453498698,0.7134717022233467,
57,True,-2.6703458224418952,0.024726255615017727,-0.043026482509775886,-0.0010969227775086405,0.04052302729119071,0.19590214470705192,0.06866169533344173,0.7404721094049266,
58,True,-2.6436049568560174,0.03024231135514403,-0.04197001018452257,0.02982028682027269,0.03294909612426776,0.18682009291289656,0.07502515024513248,0.7134752216985922,
59,True,-2.6708926977792413,0.012879031634719297,-0.033740406340636915,0.009480809724125084,0.048754109221721034,0.17141215258568387,0.08353618974125904,0.6723407221289827,
60,True,-2.6023167821372124,0.016713166975891657,-0.03215508677086026,0.01601558932176297,0.04885869700665511,0.19551706784451112,0.06707078299889596,0.744577737380191,
61,True,-2.598002636548548,0.026096178109668144,-0.04998813640709671,-0.005563397868919085,0.032231427198995764,0.1785514949862058,0.06763285798020531,0.7252755621335812,
62,True,-2.6727836167964325,0.027561102323936316,-0.046622507424741354,0.005580911463031878,0.03882298495224964,0.17917886531604307,0.06719318321507209,0.7272694544057174,
63,True,-2.482278580029034,0.029635820489771862,-0.045896915284627186,-0.01740390552996875,0.029719206900692168,0.15898513741405454,0.05400399074572142,0.7464471956277047,
64,True,-2.662651983315173,0.024510953621926297,-0.06330026835376919,0.025306472424805014,0.03872145358487558,0.158353547818852,0.06633332279569062,0.7047743705973478,
65,True,-2.5953054685177417,0.02959280949315087,-0.0418035307848864,0.022660162164449393,0.03669014784516833,0.17729544155452456,0.055187262235831085,0.7626177718339127,
66,True,-2.6863707551627365,0.018549653116342768,-0.046414537216914034,0.0075828713030835935,0.05437632947480156,0.17152613758268512,0.07499025491973697,0.6958001285086948,
67,True,-2.610691479921178,0.03090937815452106,-0.032192178757837565,0.01393935026043434,0.038292173299774745,0.20778005117009435,0.06281698095140872,0.767857834733373,
68,True,-2.6210289803909244,0.016389217443815735,-0.03046168243748861,0.014812503966502763,0.04592210802833835,0.1662587413963653,0.06930677695061552,0.7057855604803384,
69,True,-2.5660716010738676,0.026204171340122154,-0.030031896233596898,0.014531182657582974,0.020601376900513543,0.19170736087933732,0.06798409308278232,0.7382120510877538,
70,True,-2.608319655711361,0.02817423396711424,-0.04129814996026036,-0.0003360177225906157,0.041343700385974874,0.18297935096289375,0.061827671413008704,0.7474432276780362,
71,True,-2.600451656079258,0.035871447828377395,-0.02601569081483843,-0.005544098095869498,0.031501001602544494,0.18758882380544145,0.07428824022862612,0.7163239915544418,
72,True,-2.6328766412400033,0.025258577994209722,-0.04629155611798593,0.019660663133345652,0.048727746237787306,0.1723435916503286,0.059127115514202584,0.7445589714633974,
73,True,-2.62024953912291,0.020208067808123214,-0.0346822487690656,-0.00013538080607767533,0.04845539788979449,0.17383410065615568,0.07277841546895025,0.7048875839212072,
74,True,-2.653920285299694,0.027827362364816872,-0.03226502335016216,0.005680342508540958,0.03434503727879808,0.18598037295161426,0.06505855900793583,0.7408427509625531,
75,True,-2.6537495472277386,0.01869851698391768,-0.052493558511766805,0.011400421585741493,0.04730381423493865,0.1732515779704997,0.06651996651938112,0.7225693872018726,
76,True,-2.6582277402167214,0.02245672821996147,-0.03336340219797065,0.022967447245682726,0.05080816223821183,0.20706006835934976,0.05998117778933051,0.7753860923943755,
77,True,-2.6017033092258055,0.031092590152670997,-0.046751401547456106,0.0047647761451651656,0.028679375562521967,0.15797382240994676,0.06548468802014223,0.7069492323469608,
78,True,-2.6000239970453287,0.02626770411425927,-0.04124781084533152,-0.018825204571411222,0.025097696399200817,0.14522371513174334,0.07768783820351925,0.6514858156020497,
79,True,-2.6286109855608073,0.024538767395354804,-0.029576280620569977,0.002705207556901824,0.03217717811265264,0.17104779191461428,0.06527681662839128,0.7237832444499218,
80,True,-2.5988586490203094,0.02508253760433826,-0.02118681667632221,0.022225319234715126,0.034664434831472045,0.18583331066743292,0.06668496013657023,0.7359202566838063,
81,True,-2.613789225391067,0.02342253540465279,-0.051238228437023914,0.02214955750341653,0.034139829280817116,0.18943858200358538,0.06632880094315907,0.7406674761301758,
82,True,-2.6087655398866048,0.02366746375806377,-0.025439617301778735,0.005948829243840396,0.051338338792012925,0.1985971859189156,0.06915982860421593,0.7417067533136795,
83,True,-2.62996242225428,0.02493788923362669,-0.05319356946114402,-0.007487453169782748,0.03436551551373271,0.17459051475679765,0.06803483764124964,0.7195889177746242,
84,True,-2.71174383707139,0.005749244872644425,-0.04895136426823446,0.01627552486223734,0.058385696519677566,0.1572477330338398,0.09157193834962558,0.6319746833500932,
85,True,-2.6334806347362836,0.02144292565447283,-0.0528684677816459,-0.010511042048417933,0.05134072237610535,0.1852490562190345,0.06616162540640938,0.7368384470434787,
86,True,-2.6320272919103425,0.018952392690729646,-0.04748534689411769,0.019448857653936596,0.0396396176839342,0.19882995051109703,0.07516061616456603,0.7256817375996102,
87,True,-2.601416641195318,0.027579315543320455,-0.03054095232834096,0.008228460087916955,0.03295489017935681,0.17773193663933626,0.06296627507378635,0.7384015667352235,
88,True,-2.6173308540524345,0.028896551027193552,-0.029348544640435705,-0.0012334139004813427,0.04801162138338703,0.20407725293429343,0.06202442601130516,0.7669145634215058,
89,True,-2.65085788811862,0.012031707354914371,-0.026976002328971224,0.009694785416196196,0.058058820531763394,0.18682670509019167,0.06663473942496587,0.7371010823660759,
90,True,-2.6496288979061373,0.018825878958179568,-0.060216079712478505,0.00725746427999206,0.04443384268934522,0.176913019491862,0.07489040194472894,0.7025838587996001,
91,True,-2.632249855196967,0.02218676734276437,-0.04253236891403942,0.029860040519459313,0.033444673686689276,0.18129893828263394,0.0677696379124664,0.7279077154262081,
92,True,-2.6253813150290823,0.024105672790109205,-0.04817146119947384,0.025900038133193744,0.0407104286741064,0.19101108627643598,0.07082099142610053,0.729517513486032,
93,True,-2.608612518995731,0.023523407820584145,-0.03855795824321171,0.024347184947537213,0.045166797579676066,0.18243698391011806,0.060463517439918964,0.7510770167049318,
94,True,-2.650199975596595,0.01722427529253903,-0.054921691991977925,0.00345628238633577,0.04632532373499387,0.18658098008575486,0.0735657630472883,0.7172143607822697,
95,True,-2.6231762527970712,0.02977150476924826,-0.03344927250847583,0.02716969519366611,0.022824718737985458,0.16261362263075002,0.06621053247531862,0.7106488497919832,
96,True,-2.574625953238822,0.034966062550425454,-0.05420847463373723,-0.03401487814351589,0.03285620121566733,0.17366879195671417,0.05894540187291569,0.7465958508271934,
97,True,-2.694121511205311,0.017388558036549408,-0.03543878155085099,0.031125436325935972,0.0441530330259351,0.17375346609927883,0.06518170269920673,0.727199210451183,
98,True,-2.5991770325034906,0.021930585506110694,-0.0350081030972217,0.006452954712049327,0.03947096887013919,0.1815718008125019,0.0698347026616525,0.7222239612077824,
99,True,-2.6050188034170483,0.02253518999590023,-0.03465121914041233,0.03584977034900231,0.04686992527765871,0.1631312868546746,0.05101931968062712,0.7617596302618138,
100,True,-2.6094784866027174,0.02509559228286323,-0.04343099070405356,0.002663438677477278,0.04077695645622691,0.18042332553285315,0.0747177470794615,0.707151238667893,
101,True,-2.631299917305756,0.028724526684953774,-0.033977519382941475,0.015085274614939727,0.03776520306557998,0.1800283097379671,0.0643814447199367,0.7365839801986074,
102,True,-2.6128243543123277,0.0350380086841121,-0.03594636025925895,0.007233633810787652,0.03033102958587122,0.15934977769881817,0.059057742177690095,0.7295984029712784,
103,True,-2.614069553488005,0.01796357111397079,-0.05354226835535779,0.02407526816134068,0.04354464789251226,0.19462176287866204,0.0661900311411424,0.7462153450924219,
104,True,-2.6152594466857915,0.022675594081932784,-0.03267724652435769,0.0068469573229191835,0.04389739592912526,0.1938410462770833,0.06722370730082133,0.7425017878533303,
105,True,-2.637222572633834,0.020492387792719263,-0.03125931664601231,0.014228146489770737,0.04964799696567314,0.19688428305360622,0.06946739031574638,0.7391892101259103,
106,True,-2.624718327338508,0.02723959880856556,-0.04039509240579551,0.014762937295993634,0.03424025896266346,0.1803181701214955,0.07241316967512881,0.7134776805543765,
107,True,-2.606751369844974,0.026417407714979177,-0.02336177439845292,0.022330874486237152,0.03185334748925562,0.17978268055974184,0.06680750522348632,0.7290747601682117,
108,True,-2.604145508829519,0.02419035129367169,-0.04049979772405525,0.008469774468369266,0.040280068890155944,0.18533985494047742,0.06625344937566661,0.7366644968722432,
109,True,-2.65890964477123,0.018198939611082467,-0.042852569190424704,0.006388664073135547,0.044082973685946346,0.20117578923755075,0.0715274851736123,0.7377094744166214,
110,True,-2.656530274010762,0.027560418167825305,-0.0413133161704753,0.016105088357888705,0.03351310364041155,0.19647071291205978,0.06652809743624559,0.7470403103795855,
111,True,-2.656074078663447,0.028437651737761672,-0.031587030238309256,0.018468864123117174,0.03948724266710803,0.18596727192518325,0.05800803580189479,0.7622380873609339,
112,True,-2.6212939454777056,0.024048236866649343,-0.02837659302417062,0.0026700592026945662,0.042073634808625325,0.168841291278473,0.0665996925489004,0.7171278701513937,
113,True,-2.7075424087632336,0.01624995924424995,-0.0635907776429492,0.06832739992097998,0.04885343169788621,0.1771671349386176,0.07190475019497464,0.7113092464996288,
114,True,-2.6433620658152375,0.01809249996604056,-0.01691280891661388,0.029788522317804433,0.040491462104927475,0.19343212259067843,0.06425181396750565,0.7506565025911196,
115,True,-2.5989039351127117,0.029168612875631137,-0.044679940282810394,0.01965688149363553,0.0171086766243373,0.2114603840896549,0.06369696406049526,0.7685071305973753,
116,True,-2.6332992212219546,0.01667122322569446,-0.017645912338444394,0.03156072895961331,0.043297558583192314,0.1838085994277828,0.06591249834803342,0.7360555478287802,
117,True,-2.6553805564478177,0.026554229165345514,-0.03598448607162813,0.013141667068902286,0.040136628050573796,0.1668470238181155,0.07433664482783814,0.6917840861896796,
118,True,-2.598502895640621,0.025194589864902042,-0.020132729806017997,0.04305132987351502,0.03217605688172095,0.17550760047354758,0.05476715483566431,0.7621660491523562,
119,True,-2.6307947408557992,0.02483319190040364,-0.026109427816802804,0.014158012098529292,0.04162558734566433,0.18165776008543566,0.0640407542481042,0.7393522935137988,
120,True,-2.5887581046297816,0.029103024400208462,-0.03738846435190318,0.025030633210757932,0.028322635701590236,0.1996520389934105,0.060539578931324674,0.7673269438339987,
121,True,-2.7079157330049872,0.02554209253629417,-0.030219230146365558,0.021004883634409742,0.038889621252098175,0.18525194725624447,0.0698683480616422,0.7261356726849804,
122,True,-2.6431747349299846,0.016809538227555734,-0.030298736694127335,0.008847387295402366,0.04159736164820278,0.176161850026624,0.07040559897446917,0.7144570410258937,
123,True,-2.660115020296733,0.01602681856845111,-0.031246488995183504,-0.0005856003354823247,0.053834299194260644,0.18717138041495684,0.07605739655832347,0.7110597198647326,
124,True,-2.6158242186051943,0.025114500119299228,-0.0405873121284159,0.00631856204917809,0.036459089000197245,0.1872737250967009,0.06398004282016596,0.7453568822047069,
125,True,-2.60975642969602,0.026070953658376615,-0.015737347295599346,-0.01059973066438066,0.03954397385729474,0.16353526027799634,0.06551228398127032,0.7139795399547495,
126,True,-2.5754931901662057,0.03153689201908374,-0.04018969417657145,0.021889531154495073,0.02928386129988223,0.1837523386773756,0.0622267874307437,0.7470241137315362,
127,True,-2.6884601808653223,0.020859178380105405,-0.04119061882304364,-0.005942427441549678,0.050652695416339016,0.17741251175747055,0.0643639167393287,0.7337874616665504,
128,True,-2.6955384997883347,0.014008330790150967,-0.04903979661474892,0.05541415511692505,0.051444030113495375,0.20190372211276425,0.05883253106217072,0.7743599888938405,
129,True,-2.61922051167525,0.033788850784399284,-0.031415575892417065,-0.004251078577554342,0.029563554167730422,0.19000055370800686,0.06764017023260485,0.7374632038054805,
130,True,-2.6076132759632693,0.019202883194970075,-0.03922185860742238,0.004556661764641229,0.047834771079036956,0.1516524995327404,0.06798354741321003,0.6904718129900603,
131,True,-2.61991551305568,0.020728219251212918,-0.042658445251399876,0.047939376037921484,0.02553401241837756,0.16714551395920982,0.05673509850094574,0.746583244178667,
132,True,-2.6069036762336286,0.029131106810379444,-0.04333566746902635,-0.024129858688110458,0.030778712157357703,0.14946633360612666,0.0662733609766571,0.6928086826820521,
133,True,-2.6499532162959003,0.0141594211068118,-0.032662291885862116,-0.011377286963003592,0.06040832253188889,0.1670738932066443,0.07813365278127783,0.6813570623755341,
134,True,-2.6482015323186623,0.007016542218273471,-0.024719018592766352,-0.010372254600600525,0.062136838347827836,0.1626700033865973,0.07579026053044417,0.6821681764270334,
135,True,-2.618912206754549,0.019529664632804374,-0.030121532651231124,-0.007707049808297724,0.04732507157486426,0.17490198281802602,0.07042135275401937,0.7129447445763334,
136,True,-2.6385165265703896,0.03134087705746431,-0.0522634388084149,0.016814776884264495,0.029646527865229283,0.19585055517923988,0.05893391165819856,0.7686911121791404,
137,True,-2.6262340522710192,0.03167092838813201,-0.02988712866177585,0.019694595850811975,0.02648762222146565,0.18425475203957772,0.06712950716677125,0.7329605784439035,
138,True,-2.579120732261274,0.023768208674102655,-0.05310906286164738,0.002714578358422792,0.030177195891075217,0.17556959618626328,0.06416576339717033,0.7323475205799205,
139,True,-2.6268073226077306,0.027990771580796832,-0.05156705489756557,0.015788489603315435,0.0384863833516649,0.16935265486901618,0.06288593670341888,0.729218403032707,
140,True,-2.62175199089162,0.028394844465318855,-0.03658717398153007,0.014332839912177438,0.041969927892432896,0.18430315321795546,0.05718853348295911,0.7631863263525646,
141,True,-2.6584764585996896,0.02153731703317718,-0.05131975790864743,-0.0004488480998478174,0.035840312713611,0.18196224295151037,0.06882729800287503,0.7255575422286307,
142,True,-2.633539832558759,0.016849637335394282,-0.030032256493630838,-0.007821619221375737,0.04978415781433318,0.17635140196461108,0.06532253838214043,0.7297079764230423,
143,True,-2.605139032742739,0.0205352269439037,-0.052881778902834145,-0.009961831849706454,0.050225139184837994,0.18326936456521534,0.06544211131591826,0.7368753850859904,
144,True,-2.614485564421839,0.028921932731754883,-0.04130391694220797,0.00828135183133867,0.031327105015890006,0.18040979083733313,0.06469586533948397,0.7360490722710498,
145,True,-2.6860560268409666,0.017346969678780473,-0.031354970883957854,0.04470991858865189,0.04381864682405858,0.193565914447245,0.06878749245906378,0.737805987464729,
146,True,-2.638306532433946,0.019722489706376217,-0.048625021222574435,0.021952618882005108,0.048619460309876766,0.1808263547906903,0.06367100220059552,0.7395840880076883,
147,True,-2.64027043683295,0.027022240028812178,-0.029944139224005413,0.024622913664267908,0.02604411368999587,0.1947132416136509,0.07072810473568422,0.7335452607198494,
148,True,-2.6310913507953217,0.025461294723053154,-0.03963473335409467,0.015059061595202518,0.04245746947065659,0.18727951343359933,0.07060912510892631,0.7262030405527814,
149,True,-2.5999716170230593,0.020176362725985893,-0.0338811622069508,0.015444438611565012,0.03846425646559998,0.17314805301667055,0.06544222053315395,0.7257129573662703,
150,True,-2.5956086541598204,0.02841210467371499,-0.05038303502541759,0.023590645926878376,0.026848519921379765,0.19341206549160353,0.062053801168066566,0.7570955291231364,
151,True,-2.631199633637942,0.020557016246984475,-0.03280546465294759,0.031803497717304424,0.046606631570126796,0.16635738546733295,0.06580392324771836,0.7165594749102472,
152,True,-2.613022822953931,0.026030515351955597,-0.04474574704292532,0.009538937023907032,0.03437949264081239,0.17528332300735053,0.06390011479444169,0.7328405537535807,
153,True,-2.646818473736859,0.026417705809378224,-0.033067091305644246,-0.006025927290396982,0.04937169314638071,0.18791329448016697,0.06886800155565731,0.7318028897788205,
154,True,-2.6315619165832382,0.026097214227958094,-0.043217885936718874,0.014840371152902801,0.035969182690345484,0.16523749691706935,0.06772820824376469,0.709278203858346,
155,True,-2.65272001788372,0.025335793418549468,-0.038431165922435305,-0.003932905247478639,0.0438252894588578,0.21293156153369716,0.06324303348225847,0.7710034354224193,
156,True,-2.604857449664657,0.024955531917905477,-0.044822118640662614,0.017924118207618883,0.03850080268195215,0.18168500572777535,0.0682249419385325,0.7270018957803559,
157,True,-2.6239912461319386,0.02297361278121554,-0.013583021029860101,0.019425782878327753,0.04237320194703156,0.19835345885213157,0.07014059221733775,0.7387629560582338,
158,True,-2.656779631667014,0.021987380851495562,-0.04158090554842301,0.013441389462639836,0.04590662119630521,0.19084955805334525,0.06767422489919162,0.7382282429635647,
159,True,-2.6406742905425364,0.017701702743702218,-0.048104847299967016,0.034264860808835604,0.04572853493302772,0.1931550620166012,0.05916887618564958,0.7655043092335431,
160,True,-2.605289251427541,0.020461695510386787,-0.048428701056867904,0.030445673931660252,0.037084565686231585,0.17900266221283148,0.07012964091441387,0.7185044250219336,
161,True,-2.58539619555871,0.020457996992091835,-0.048877767409284595,0.015876911318614528,0.047038029267714686,0.17557760149725932,0.07655138975241096,0.6963800577911087,
162,True,-2.5891498838349056,0.026717731285900312,-0.04808504494081513,0.029146631476467882,0.02794745100819626,0.18211682302728774,0.05593911997938742,0.7650169146257404,
163,True,-2.652081114149478,0.026843834260453194,-0.04995482709945138,0.006437827770452947,0.03665433336406609,0.193879163074896,0.07392982875548304,0.7239456813970323,
164,True,-2.6520575175018863,0.025534813357084876,-0.030460194687070053,0.013074008383504539,0.03982631822846576,0.18928417957927635,0.06858233208454995,0.7340394003004201,
165,True,-2.6213048132890364,0.02229944303649954,-0.044430291948080985,-0.003644211260404856,0.041451881382064334,0.19698661465957948,0.06818406430270758,0.7428672560271838,
166,True,-2.637575607675778,0.025108276999810986,-0.04329758649393947,0.0218774322194929,0.03452705092020842,0.1763539218926305,0.07107988426104184,0.7127317185716464,
167,True,-2.6469630509063378,0.021177573400322627,-0.03389795538666025,0.008883972002592298,0.04637877677766261,0.19293852717591709,0.07743777929318592,0.7135925839639539,
168,True,-2.6363045690290985,0.02435679611961736,-0.04463535637977128,0.009060779877837353,0.03790985041458674,0.1754099346154915,0.06953363595333313,0.7161238574588531,
169,True,-2.5897158663429733,0.03174863941195668,-0.03805138718214853,0.009581972295925034,0.020818171167534517,0.17311916163701396,0.06626137623589373,0.7231964769371797,
170,True,-2.598314709696994,0.027495684612584823,-0.055981130931676455,0.01252876983663054,0.025617656969572793,0.1859247283857124,0.07230904901866064,0.7199860926580857,
171,True,-2.6384266540951873,0.019536221860686605,-0.02809213976167454,0.029448442062384162,0.04476455420744523,0.18278370630854782,0.06204667283333313,0.7465728189009722,
172,True,-2.6533857178786318,0.020707991050157873,-0.04307347314137066,-0.01541750781034101,0.0444018563921295,0.16082597487307507,0.07351196282459786,0.6862993523505441,
173,True,-2.6452235676646363,0.019664412705290516,-0.0313985035838442,0.02326976030660568,0.051239091446561316,0.1915644107212007,0.06570827768164207,0.744596761943286,
174,True,-2.6226308588422116,0.01571563254097785,-0.029173929872194092,0.007258960680544022,0.06071487620061941,0.1793473122708568,0.06563175208329496,0.7320924044823071,
175,True,-2.6007882552455057,0.028792985203556002,-0.04297972572696487,0.007785673291592704,0.02982082995454787,0.1700170383352211,0.05713845048193701,0.7484610617182627,
