iteration,sigma_tech
211,0.007330233606734063
212,0.006516807732147499
213,0.0052875120263730455
214,0.006923101001327978
215,0.005939482576218916
216,0.004660060793692137
217,0.006663406147536166
218,0.006848340510578888
219,0.005463089154992954
220,0.00633253638548445
221,0.00589308031202284
222,0.0076473329067787265
223,0.005121480474160312
224,0.006172448847009341
225,0.006194624889785319
226,0.00679208081181663
227,0.006682344202356961
228,0.006748153759539868
229,0.005805591361146862
230,0.005989421209156194
231,0.005199609433803948
232,0.00670546513084059
233,0.0061288303264005
234,0.00580112387022236
235,0.005356310738476134
236,0.005899123425839509
237,0.006070703950084104
238,0.005622188664970456
239,0.006337614066151906
240,0.006264884844098255
241,0.005938696245633969
242,0.0063546134951376655
243,0.00542908838097017
244,0.005872256964900282
245,0.006791302684694149
246,0.006660143866586365
247,0.007338508811212214
248,0.006319186134297398
249,0.005624560218077682
250,0.005439888794341665
251,0.0061364420954152015
252,0.005902479647448313
253,0.006030091216960829
254,0.006246932890181632
255,0.005370385505635702
256,0.0055634890274880505
257,0.0069978667559210065
258,0.006612122912747867
259,0.006832596469478722
260,0.006088358556484845
261,0.005396788051686598
262,0.006119199009723514
263,0.005743989718410308
264,0.006221923882342394
265,0.006400659089256605
266,0.005650321697944191
267,0.00827990857533294
268,0.005440587654209393
269,0.006535234516777796
270,0.005895421374176283
271,0.00533946029178376
272,0.008422156499635552
273,0.005901887935731001
274,0.005530973843131075
275,0.006430146543219118
276,0.006768015629269406
277,0.004808358631705883
278,0.005769421683935018
279,0.006734348925947503
280,0.006256174887138331
281,0.006119997097310077
282,0.006275717458837645
283,0.006068828784415012
284,0.006223012641630611
285,0.006438072777929146
286,0.0069420244540289895
287,0.006241873575572055
288,0.0061047850593172436
289,0.006394932717444326
290,0.0067954900306074015
291,0.007101148867041251
292,0.006367656094498365
293,0.007537400373974755
294,0.0066473760440330255
295,0.004893675248741647
296,0.006218168477847906
297,0.006152443167334649
298,0.0060105236983077825
299,0.006040612230364304
300,0.005036830217734024
301,0.006309805725808196
302,0.006258756940677578
303,0.005666628071887612
304,0.005319212886992278
305,0.005556917077802415
306,0.005931762629519427
307,0.005923193492581859
308,0.0053991070038082595
309,0.006258710662660665
310,0.006166150247041016
311,0.006446354171830345
312,0.006611476968905659
313,0.006548026202747568
314,0.0062647583449755425
315,0.005342913184958595
316,0.00669323989586119
317,0.005278787379862852
318,0.00550496740268744
319,0.006034600041636298
320,0.006490228757103497
321,0.006283237283851583
322,0.005609340143512711
323,0.006803325098054923
324,0.005020694083560639
325,0.006488888136851569
326,0.005932580042133798
327,0.00700935619882062
328,0.006127974257307584
329,0.006494879672886425
330,0.006035519324348783
331,0.006983579856714206
332,0.005799464850645697
333,0.006608646339001431
334,0.0063081516797784025
335,0.005687643189012156
336,0.006559557501942847
337,0.005875274213118586
338,0.005138813009254062
339,0.006601600716287317
340,0.007016782896659738
341,0.00508660226799102
342,0.006276922611475213
343,0.005703293061792416
344,0.005958734084207811
345,0.005258574013398999
346,0.0065131086134137435
347,0.006012448241759359
348,0.00583344805693543
349,0.005936301276649072
350,0.006173670911801028
351,0.0061048026404232954
352,0.005182905378226353
353,0.007543577673449609
354,0.005238021777459958
355,0.006178482828368025
356,0.006046678572218229
357,0.006165671618182127
358,0.0061475955356887595
359,0.00637823842707436
360,0.0071211063758584315
361,0.007223273484911174
362,0.0060016879301872375
363,0.005755137991694016
364,0.005208027790183356
365,0.006528311227648204
366,0.007459419414444007
367,0.006100878759749907
368,0.007347530618972714
369,0.006488788460422326
370,0.007071586187657236
371,0.006680329080342573
372,0.007287734929774015
373,0.0060727204061009395
374,0.0066331060595240235
375,0.00574413233824209
376,0.005465652165919357
377,0.006738242754785875
378,0.005644643866514078
379,0.006366198172767411
380,0.006440434095049718
381,0.005977425210442348
382,0.006302776987632691
383,0.005676963740137242
384,0.0064430067674858486
385,0.006192270953435314
386,0.005295834416916477
387,0.00551748240972201
388,0.006240377063462537
389,0.006990056830758733
390,0.005458601987324836
391,0.007040968947732183
392,0.0062239712749557405
393,0.006497637968947923
394,0.00754362998636745
395,0.005425917139205278
396,0.006117251971042009
397,0.005554479940949678
398,0.006504364532085654
399,0.0071424509114586384
400,0.005669128123109065
401,0.006550727137333707
402,0.006139414837162841
403,0.0074409698655916855
404,0.006672356612485486
405,0.005900452474512054
406,0.005196642109946016
407,0.005664358233974453
408,0.005855137060839004
409,0.0068133962152925115
410,0.005562462951067
411,0.006435361054117449
412,0.006719442682836638
413,0.005966392221114221
414,0.007367333790100325
415,0.007205879465413335
416,0.006621732480453459
417,0.005246384575539697
418,0.005488582953702641
419,0.0065121795207253716
420,0.006022739041160888
421,0.005470030822383242
422,0.005657346014641746
423,0.005966152266578699
424,0.007630594671346129
425,0.0063913573806610256
426,0.005501757087076863
427,0.007634716299086891
428,0.006226690027461317
429,0.006297796948141718
430,0.006340916208956637
431,0.006163325034323393
432,0.006977754220766969
433,0.005395180050925983
434,0.006712193076718797
435,0.005679426435629168
436,0.007050911434279482
437,0.0069481918337757275
438,0.006030776701119718
439,0.005569338434425912
440,0.00608867241395635
441,0.008093571284148789
442,0.005525291555407011
443,0.006620945816209591
444,0.006051134012369096
445,0.006655657574054328
446,0.006214291586555429
447,0.00606984594560859
448,0.0061198965000714015
449,0.0076497791938008675
450,0.006215800480285326
451,0.006450236797551736
452,0.0065070840617654346
453,0.005524913738805167
454,0.00591645447502604
455,0.005288592407520754
456,0.006184938657576085
457,0.006732575160722355
458,0.005935496455483631
459,0.00642740070201911
460,0.005683911546555894
461,0.006676492749418789
462,0.005808819806595294
463,0.005951896268485899
464,0.005534379810031265
465,0.006128864198385965
466,0.006154328477887717
467,0.006231169169911548
468,0.006430836170495744
469,0.006073166900329831
470,0.007006494697720813
471,0.006774487677517818
472,0.005147591185380815
473,0.005502369842168584
474,0.004768641339302805
475,0.007061578633027813
476,0.006225240649902535
477,0.0057125183849801985
478,0.006306450366016099
479,0.007148667434540476
480,0.005462905963978272
481,0.006239303042333495
482,0.0057431042133791466
483,0.006147362447835218
484,0.005935309655045564
485,0.00615609238444278
486,0.005335824041034914
487,0.006236623075307906
488,0.005997404152269226
489,0.005612954338648373
490,0.0067570317951920885
491,0.006445363136106479
492,0.0058933528894880675
493,0.0056821242372836955
494,0.005322449329062209
495,0.006604473075530177
496,0.006973375170114862
497,0.006853598379522584
498,0.007198746421848512
499,0.0057247914151560015
